Institution Name,Department,Program Name,College,City Location of Institution (HD2018),State Abbreviation (HD2018),Institution's Internet Website Address (HD2018),Longitude Location of Institution (HD2018),Latitude Location of Institution (HD2018),Institution Size Category (HD2018),Total price for in-state students living on campus 2018-19 (DRVIC2018)
University of California-Davis,ENGINEERING AND COMPUTER SCIENCE,"Computer Science, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ETHNIC AND AREA STUDIES,"African American and African Studies, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ETHNIC AND AREA STUDIES,"American Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ETHNIC AND AREA STUDIES,"Asian American Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ETHNIC AND AREA STUDIES,"Chicana/Chicano Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ETHNIC AND AREA STUDIES,"East Asian Studies, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ETHNIC AND AREA STUDIES,"Gender, Sexuality, and Women’s Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ETHNIC AND AREA STUDIES,"Middle East/South Asia Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ETHNIC AND AREA STUDIES,"Native American Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"FOOD, NUTRITION AND CONSUMER SCIENCES","Clinical Nutrition, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"FOOD, NUTRITION AND CONSUMER SCIENCES","Food Science, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"FOOD, NUTRITION AND CONSUMER SCIENCES","International Agricultural Development, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"FOOD, NUTRITION AND CONSUMER SCIENCES","Nutrition Science, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"FOOD, NUTRITION AND CONSUMER SCIENCES","Sustainable Agriculture and Food Systems, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"FOOD, NUTRITION AND CONSUMER SCIENCES","Viticulture and Enology, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"Chinese, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"Classical Civilization, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"Comparative Literature, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"East Asian Studies, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"French, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"German, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"Italian, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"Japanese, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"Middle East/South Asia Studies, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"Russian, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,FOREIGN LANGUAGE AND LITERATURE,"Spanish, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Clinical Nutrition, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Global Disease Biology, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Human Development, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Nutrition Science, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Biochemistry and Molecular Biology, B.S. ",College of Biological Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Biological Sciences A.B., B.S.",College of Biological Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Cell Biology, B.S.",College of Biological Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Genetics and Genomics, B.S. ",College of Biological Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Microbiology, A.B., B.S. ",College of Biological Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Neurobiology, Physiology and Behavior, B.S. ",College of Biological Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Biomedical Engineering, B.S. ",College of Engineering ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HEALTH PROFESSIONS,"Pharmaceutical Chemistry, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,Academic Options Program ,College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"Art History, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"Cinema and Digital Media, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"Classical Civilization, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"Comparative Literature, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"English, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"History, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"Linguistics, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"Medieval and Early Modern Studies, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"Philosophy, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,HUMANITIES,"Religious Studies, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,MATHEMATICS,"Applied Mathematics, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,MATHEMATICS,"Mathematical Analytics and Operations Research, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,MATHEMATICS,"Mathematical and Scientific Computation, B.S.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,MATHEMATICS,"Mathematics, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,MATHEMATICS,"Statistics, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Atmospheric Science, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Hydrology, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Marine and Coastal Science, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,Academic Options Program ,College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Applied Chemistry, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Chemical Physics, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Chemistry, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Geology, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Marine and Coastal Science, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Pharmaceutical Chemistry, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Physics, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,PHYSICAL SCIENCES,"Physics, Applied, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Agricultural and Environmental Education, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Community and Regional Development, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Environmental Policy Analysis and Planning, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Global Disease Biology, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Human Development, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"International Agricultural Development, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,Academic Options Program ,College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Anthropology, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Cognitive Science, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Communication, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"East Asian Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Economics, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"History, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"International Relations, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Linguistics, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Middle East/South Asia Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Political Science, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Political Science — Public Service, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Psychology, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Science and Technology Studies, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Sociology, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SOCIAL SCIENCES,"Sociology — Organizational Studies, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SPECIAL PROGRAMS,Undeclared/Exploratory Program ,College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SPECIAL PROGRAMS,Undeclared/Life Sciences ,College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SPECIAL PROGRAMS,Undeclared/Fine Arts ,College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SPECIAL PROGRAMS,Undeclared/Humanities ,College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SPECIAL PROGRAMS,Undeclared/Physical Sciences ,College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,SPECIAL PROGRAMS,Undeclared/Social Sciences ,College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Irvine,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Social Ecology, B.A.",School of Social Ecology,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Urban Studies, B.A. ",School of Social Ecology,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art, B.A.",Claire Trevor School of the Arts ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Dance, B.A. ",Claire Trevor School of the Arts ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Drama, B.A. ",Claire Trevor School of the Arts ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music, B.A. ",Claire Trevor School of the Arts ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY",Undeclared/Arts ,Claire Trevor School of the Arts ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art History, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Film and Media Studies, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Biochemistry and Molecular Biology, B.S. ",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Biological Sciences, B.S. ",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Biology/Education, B.S.",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Developmental and Cell Biology, B.S. ",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Ecology and Evolutionary Biology, B.S. ",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Exercise Sciences, B.S. ",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Genetics, B.S.",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Human Biology, B.S.",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Microbiology and Immunology, B.S. ",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Neurobiology, B.S. ",School of Biological Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BIOLOGICAL AND LIFE SCIENCES,"Pharmaceutical Sciences, B.S. ",Department of Pharmaceutical Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BUSINESS AND MANAGEMENT,"Business Information Management (see Interdisciplinary Studies), B.S. ",Donald Bren School of Information and Computer Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BUSINESS AND MANAGEMENT,"Business Administration, B.A. ",The Paul Merage School of Business ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BUSINESS AND MANAGEMENT,"Business Economics, B.A. ",School of Social Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BUSINESS AND MANAGEMENT,"Quantitative Economics, B.A. ",School of Social Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,BUSINESS AND MANAGEMENT,"Business Information Management, B.S. ",Interdisciplinary Studies ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,COMMUNICATION,"Literary Journalism, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Computer Game Science, B.S. ",Donald Bren School of Information and Computer Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Computer Science, B.S. ",Donald Bren School of Information and Computer Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Data Science, B.S. ",Donald Bren School of Information and Computer Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Informatics, B.S.",Donald Bren School of Information and Computer Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Software Engineering, B.S. ",Donald Bren School of Information and Computer Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,Undeclared/Information and Computer Sciences ,Donald Bren School of Information and Computer Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Aerospace Engineering, B.S. ",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Biomedical Engineering, B.S. ",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Biomedical Engineering: Premedical, B.S.",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Chemical Engineering, B.S.",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Civil Engineering, B.S.",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Computer Engineering, B.S. ",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Electrical Engineering, B.S. ",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Engineering, B.S.",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Environmental Engineering, B.S.",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Materials Science Engineering, B.S.",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Mechanical Engineering, B.S. ",The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,Undeclared/Engineering ,The Henry Samueli School of Engineering ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Business Information Management, B.S.",Interdisciplinary Studies ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ENGINEERING AND COMPUTER SCIENCE,"Computer Science and Engineering, B.S.",Interdisciplinary Studies ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ETHNIC AND AREA STUDIES,"African American Studies, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ETHNIC AND AREA STUDIES,"Asian American Studies, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ETHNIC AND AREA STUDIES,"East Asian Cultures, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ETHNIC AND AREA STUDIES,"European Studies, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ETHNIC AND AREA STUDIES,"Gender and Sexuality Studies, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ETHNIC AND AREA STUDIES,"Global Cultures, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,ETHNIC AND AREA STUDIES,"Chicano/Latino Studies, B.A. ",School of Social Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,FOREIGN LANGUAGE AND LITERATURE,"Chinese Studies, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,FOREIGN LANGUAGE AND LITERATURE,"Classics, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,FOREIGN LANGUAGE AND LITERATURE,"Comparative Literature, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,FOREIGN LANGUAGE AND LITERATURE,"French, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,FOREIGN LANGUAGE AND LITERATURE,"German Studies, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,FOREIGN LANGUAGE AND LITERATURE,"Japanese Language and Literature, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,FOREIGN LANGUAGE AND LITERATURE,"Korean Literature and Culture, B.A. ",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,FOREIGN LANGUAGE AND LITERATURE,"Spanish, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,HEALTH PROFESSIONS,"Nursing Science, B.S.",Sue and Bill Gross School of Nursing,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,HEALTH PROFESSIONS,"Public Health Policy, B.A.",Program in Public Health,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,HEALTH PROFESSIONS,"Public Health Sciences, B.S.",Program in Public Health,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,HUMANITIES,"English, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,HUMANITIES,"Global Middle East Studies, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
